HPGDS	ARRDC3
ARRDC3	ITCH
ITCH	TP53
ARRDC3	ARRB2
ARRB2	C1QBP
C1QBP	CEBPA
TP53	ETS1
ITCH	JUN
ARRB2	POLR2E
POLR2E	FOS
ARRB2	HNRNPD
HNRNPD	MYC
ARRDC3	NEDD4
NEDD4	ERG
ARRB2	MAPK1
MAPK1	SP1
ARRB2	NONO
NONO	SPI1
NEDD4	SMAD2
SMAD2	ETV4
ARRB2	NPM1
NPM1	TFAP2A
C1QBP	PRKCD
PRKCD	FLI1
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	PRMT5
PRMT5	RELA
ARRB2	AKT1
AKT1	CREB1
ARRB2	MCM3
MCM3	EPAS1
MAPK1	RXRA
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
ARRB2	STAT1
HSP90AA1	NFIC
ARRDC3	ADRB2
ADRB2	STAT3
ARRB2	CDK3
CDK3	PPARA
NEDD4	ERBB3
ERBB3	EGR1
ARRB2	HDAC2
HDAC2	PPARD
ARRB2	XRCC6
XRCC6	POU2F1
ARRB2	YWHAQ
YWHAQ	YAP1
ARRDC3	HGS
HGS	INSR
INSR	TEAD1
ARRDC3	OTUB2
OTUB2	TRIM27
TRIM27	TEAD4
ADRB2	PHB2
PHB2	TEAD3
ITCH	GLI1
AKT1	SKI
SKI	GLI2
ARRB2	RALGDS
RALGDS	KRAS
KRAS	GLI3
TP53	ETS2
ARRB2	TRIM28
TRIM28	IRF7
ARRB2	TRAF6
TRAF6	MYD88
ARRB2	CSNK2A1
CSNK2A1	ATF1
ARRB2	PARK2
PARK2	MEOX2
MEOX2	PAX1
ARRB2	MAPK3
ARRB2	IGF1R
IGF1R	ESR1
EP300	USF2
NFKBIA	NFKB2
ARRB2	ALYREF
ALYREF	LEF1
HGS	DAZAP2
DAZAP2	TCF7
DAZAP2	TCF7L2
DAZAP2	TCF7L1
ARRB2	SFPQ
SFPQ	SP3
YWHAQ	FOXO3
ARRB2	PTGES3
PTGES3	NR3C2
MAPK1	VDR
CSNK2A1	NFYA
ITCH	GRB2
GRB2	NFYB
ARRB2	GAPDH
GAPDH	NFYC
HGS	APP
APP	RFX5
ARRB2	NCL
NCL	RFXAP
HGS	BSG
